% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation Suite_en_la_perf

@ATTRIBUTE onset_b numeric
@ATTRIBUTE dur_b numeric
@ATTRIBUTE ch numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE pre_ionset_s numeric
@ATTRIBUTE nxt_ionset_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE n_simult numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifths numeric
@ATTRIBUTE keyMode {  }
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { Am }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { m }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n }
@ATTRIBUTE mtr { ss w ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Suite_en_la.xml }

@data
7.837500,0.117708,1.000000,48.000000,70.000000,4.274996,0.064204,2.000000,0.186458,0.124306,0.160417,0.106944,4.274996,4.780109,3.837500,0.000000,0.000000,-0.000000,11.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,R,P,VP,90.000000,f,Suite_en_la.xml
8.763542,0.160417,1.000000,59.000000,75.000000,4.780109,0.087500,3.000000,0.117708,0.078472,0.142708,0.095139,4.274996,4.879541,0.763542,11.000000,0.000000,-11.000000,-2.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,P,VP,VR,90.000000,i,Suite_en_la.xml
8.945833,0.142708,1.000000,57.000000,75.000000,4.879541,0.077841,3.000000,0.160417,0.106944,0.202083,0.134722,4.780109,4.957381,0.945833,9.000000,0.000000,2.000000,-1.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,VP,VR,VR,90.000000,m,Suite_en_la.xml
9.088542,0.202083,1.000000,56.000000,70.000000,4.957381,0.110227,3.000000,0.142708,0.095139,0.590625,0.393750,4.879541,5.053404,1.088542,8.000000,0.000000,1.000000,-11.000000,0.000000,,8.000000,Am,9.000000,m,1.000000,n,ww,VR,VR,R,90.000000,m,Suite_en_la.xml
9.264583,0.590625,1.000000,45.000000,66.000000,5.053404,0.322159,3.000000,0.202083,0.134722,0.558333,0.372222,4.957381,5.131813,1.264583,9.000000,0.000000,11.000000,12.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,VR,R,IP,90.000000,m,Suite_en_la.xml
9.408333,0.558333,1.000000,57.000000,79.000000,5.131813,0.304545,3.000000,0.590625,0.393750,0.127083,0.084722,5.053404,5.375563,1.408333,9.000000,0.000000,-12.000000,-10.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,R,IP,IP,90.000000,m,Suite_en_la.xml
9.855208,0.127083,1.000000,47.000000,65.000000,5.375563,0.069318,3.000000,0.558333,0.372222,0.472917,0.315278,5.131813,5.442608,1.855208,11.000000,0.000000,10.000000,5.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,IP,IP,P,90.000000,m,Suite_en_la.xml
9.978125,0.472917,1.000000,52.000000,90.000000,5.442608,0.257954,3.000000,0.127083,0.084722,0.090625,0.060417,5.375563,5.694312,1.978125,4.000000,0.000000,-5.000000,-0.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml
10.439583,0.090625,1.000000,52.000000,68.000000,5.694312,0.049432,3.000000,0.472917,0.315278,0.484375,0.322917,5.442608,5.703403,2.439583,4.000000,0.000000,-0.000000,2.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
10.456250,0.484375,1.000000,54.000000,91.000000,5.703403,0.264204,3.000000,0.090625,0.060417,0.068750,0.045833,5.694312,5.718176,2.456250,6.000000,0.000000,-2.000000,1.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
10.483333,0.068750,1.000000,55.000000,63.000000,5.718176,0.037500,3.000000,0.484375,0.322917,0.484375,0.322917,5.703403,5.996585,2.483333,7.000000,0.000000,-1.000000,1.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
10.993750,0.484375,1.000000,56.000000,78.000000,5.996585,0.264204,3.000000,0.068750,0.045833,0.442708,0.295139,5.718176,6.309653,2.993750,8.000000,0.000000,-1.000000,1.000000,0.000000,,8.000000,Am,9.000000,m,1.000000,n,ww,P,SB,VR,90.000000,m,Suite_en_la.xml
11.567708,0.442708,1.000000,57.000000,72.000000,6.309653,0.241477,3.000000,0.484375,0.322917,0.068750,0.045833,5.996585,6.597721,3.567708,9.000000,0.000000,-1.000000,2.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,SB,VR,IR,90.000000,m,Suite_en_la.xml
12.095833,0.068750,1.000000,59.000000,61.000000,6.597721,0.037500,4.000000,0.442708,0.295139,0.208333,0.138889,6.309653,6.730675,0.095833,11.000000,0.000000,-2.000000,-12.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,VR,IR,P,90.000000,m,Suite_en_la.xml
12.339583,0.208333,1.000000,47.000000,69.000000,6.730675,0.113636,4.000000,0.068750,0.045833,0.080208,0.053472,6.597721,6.997720,0.339583,11.000000,0.000000,12.000000,13.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,IR,P,SB,90.000000,m,Suite_en_la.xml
12.829167,0.080208,1.000000,60.000000,62.000000,6.997720,0.043750,4.000000,0.208333,0.138889,0.436458,0.290972,6.730675,7.117038,0.829167,0.000000,0.000000,-13.000000,2.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,P,SB,VR,90.000000,m,Suite_en_la.xml
13.047917,0.436458,1.000000,62.000000,64.000000,7.117038,0.238068,4.000000,0.080208,0.053472,0.628125,0.418750,6.997720,7.377834,1.047917,2.000000,0.000000,-2.000000,2.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,SB,VR,R,90.000000,m,Suite_en_la.xml
13.526042,0.628125,1.000000,64.000000,68.000000,7.377834,0.342613,4.000000,0.436458,0.290972,1.730208,1.153472,7.117038,7.488061,1.526042,4.000000,0.000000,-2.000000,-12.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,VR,R,P,90.000000,m,Suite_en_la.xml
13.728125,1.730208,1.000000,52.000000,64.000000,7.488061,0.943749,4.000000,0.628125,0.418750,0.472917,0.315278,7.377834,7.677265,1.728125,4.000000,1.000000,12.000000,10.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,R,P,VP,90.000000,m,Suite_en_la.xml
14.075000,0.472917,1.000000,62.000000,72.000000,7.677265,0.257954,4.000000,1.730208,1.153472,0.372917,0.248611,7.488061,7.935219,2.075000,2.000000,1.000000,-10.000000,-2.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,P,VP,VR,90.000000,m,Suite_en_la.xml
14.547917,0.372917,1.000000,60.000000,70.000000,7.935219,0.203409,4.000000,0.472917,0.315278,0.914583,0.609722,7.677265,8.225560,2.547917,0.000000,0.000000,2.000000,-1.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,VP,VR,IR,90.000000,m,Suite_en_la.xml
15.080208,0.914583,1.000000,59.000000,70.000000,8.225560,0.498863,4.000000,0.372917,0.248611,0.691667,0.461111,7.935219,8.457946,3.080208,11.000000,0.000000,1.000000,-12.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,VR,IR,SB,90.000000,m,Suite_en_la.xml
15.506250,0.691667,1.000000,47.000000,71.000000,8.457946,0.377272,4.000000,0.914583,0.609722,0.542708,0.361806,8.225560,8.486923,3.506250,11.000000,0.000000,12.000000,10.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,IR,SB,VR,90.000000,m,Suite_en_la.xml
15.559375,0.542708,1.000000,57.000000,71.000000,8.486923,0.296022,4.000000,0.691667,0.461111,0.073958,0.049306,8.457946,9.052832,3.559375,9.000000,0.000000,-10.000000,3.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,SB,VR,R,90.000000,m,Suite_en_la.xml
16.596875,0.073958,1.000000,60.000000,62.000000,9.052832,0.040341,5.000000,0.542708,0.361806,0.059375,0.039583,8.486923,9.363059,0.596875,0.000000,0.000000,-3.000000,-10.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,VR,R,IP,90.000000,m,Suite_en_la.xml
17.165625,0.059375,1.000000,50.000000,63.000000,9.363059,0.032386,5.000000,0.073958,0.049306,0.175000,0.116667,9.052832,9.363627,1.165625,2.000000,0.000000,10.000000,12.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,R,IP,VP,90.000000,m,Suite_en_la.xml
17.166667,0.175000,1.000000,62.000000,62.000000,9.363627,0.095454,5.000000,0.059375,0.039583,0.137500,0.091667,9.363059,9.447718,1.166667,2.000000,0.000000,-12.000000,-0.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,IP,VP,VR,90.000000,m,Suite_en_la.xml
17.320833,0.137500,1.000000,62.000000,66.000000,9.447718,0.075000,5.000000,0.175000,0.116667,0.233333,0.155556,9.363627,10.080672,1.320833,2.000000,0.000000,-0.000000,-5.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,VP,VR,IR,90.000000,f,Suite_en_la.xml
18.481250,0.233333,1.000000,57.000000,65.000000,10.080672,0.127273,5.000000,0.137500,0.091667,0.072917,0.048611,9.447718,10.211353,2.481250,9.000000,0.000000,5.000000,-10.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,VR,IR,P,90.000000,i,Suite_en_la.xml
18.720833,0.072917,1.000000,47.000000,64.000000,10.211353,0.039773,5.000000,0.233333,0.155556,0.515625,0.343750,10.080672,10.283512,2.720833,11.000000,0.000000,10.000000,6.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,IR,P,IP,90.000000,m,Suite_en_la.xml
18.853125,0.515625,1.000000,53.000000,83.000000,10.283512,0.281250,5.000000,0.072917,0.048611,0.362500,0.241667,10.211353,10.318171,2.853125,5.000000,0.000000,-6.000000,4.000000,0.000000,,5.000000,Am,9.000000,m,4.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml
18.916667,0.362500,1.000000,57.000000,73.000000,10.318171,0.197727,5.000000,0.515625,0.343750,0.164583,0.109722,10.283512,10.515899,2.916667,9.000000,0.000000,-4.000000,2.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,IP,P,VP,90.000000,m,Suite_en_la.xml
19.279167,0.164583,1.000000,59.000000,74.000000,10.515899,0.089773,5.000000,0.362500,0.241667,0.398958,0.265972,10.318171,10.605671,3.279167,11.000000,0.000000,-2.000000,-2.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,P,VP,VR,90.000000,m,Suite_en_la.xml
19.443750,0.398958,1.000000,57.000000,69.000000,10.605671,0.217613,5.000000,0.164583,0.109722,1.319792,0.879861,10.515899,10.605671,3.443750,9.000000,0.000000,2.000000,-4.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,VP,VR,IR,90.000000,m,Suite_en_la.xml
19.443750,1.319792,1.000000,53.000000,70.000000,10.605671,0.719886,5.000000,0.398958,0.265972,0.059375,0.039583,10.605671,10.808512,3.443750,5.000000,1.000000,4.000000,-6.000000,0.000000,,5.000000,Am,9.000000,m,4.000000,n,ww,VR,IR,SB,90.000000,m,Suite_en_la.xml
19.815625,0.059375,1.000000,47.000000,68.000000,10.808512,0.032386,5.000000,1.319792,0.879861,0.437500,0.291667,10.605671,10.892603,3.815625,11.000000,1.000000,6.000000,8.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,IR,SB,IR,90.000000,m,Suite_en_la.xml
19.969792,0.437500,1.000000,55.000000,74.000000,10.892603,0.238636,5.000000,0.059375,0.039583,0.511458,0.340972,10.808512,11.186352,3.969792,7.000000,0.000000,-8.000000,2.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,SB,IR,P,90.000000,m,Suite_en_la.xml
20.508333,0.511458,1.000000,57.000000,82.000000,11.186352,0.278977,6.000000,0.437500,0.291667,0.144792,0.096528,10.892603,11.452829,0.508333,9.000000,0.000000,-2.000000,-6.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,IR,P,SB,90.000000,m,Suite_en_la.xml
20.996875,0.144792,1.000000,51.000000,72.000000,11.452829,0.078977,6.000000,0.511458,0.340972,0.382292,0.254861,11.186352,11.453398,0.996875,3.000000,0.000000,6.000000,-3.000000,0.000000,,3.000000,Am,9.000000,m,6.000000,n,ww,P,SB,R,90.000000,m,Suite_en_la.xml
20.997917,0.382292,1.000000,48.000000,71.000000,11.453398,0.208523,6.000000,0.144792,0.096528,0.196875,0.131250,11.452829,11.662488,0.997917,0.000000,0.000000,3.000000,-1.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,SB,R,SB,90.000000,m,Suite_en_la.xml
21.381250,0.196875,1.000000,47.000000,75.000000,11.662488,0.107386,6.000000,0.382292,0.254861,0.218750,0.145833,11.453398,11.734647,1.381250,11.000000,0.000000,1.000000,13.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,R,SB,R,90.000000,f,Suite_en_la.xml
21.513542,0.218750,1.000000,60.000000,63.000000,11.734647,0.119318,6.000000,0.196875,0.131250,0.122917,0.081944,11.662488,11.734647,1.513542,0.000000,0.000000,-13.000000,-0.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,SB,R,IP,90.000000,i,Suite_en_la.xml
21.513542,0.122917,1.000000,60.000000,67.000000,11.734647,0.067045,6.000000,0.218750,0.145833,0.243750,0.162500,11.734647,11.735216,1.513542,0.000000,0.000000,-0.000000,-12.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,R,IP,SB,90.000000,f,Suite_en_la.xml
21.514583,0.243750,1.000000,48.000000,65.000000,11.735216,0.132954,6.000000,0.122917,0.081944,0.148958,0.099306,11.734647,11.769875,1.514583,0.000000,0.000000,12.000000,-0.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,IP,SB,VR,90.000000,i,Suite_en_la.xml
21.578125,0.148958,1.000000,48.000000,73.000000,11.769875,0.081250,6.000000,0.243750,0.162500,0.382292,0.254861,11.735216,11.851125,1.578125,0.000000,0.000000,-0.000000,-1.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,SB,VR,R,90.000000,m,Suite_en_la.xml
21.727083,0.382292,1.000000,47.000000,70.000000,11.851125,0.208523,6.000000,0.148958,0.099306,0.345833,0.230556,11.769875,12.289192,1.727083,11.000000,0.000000,1.000000,17.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,VR,R,VP,90.000000,f,Suite_en_la.xml
22.530208,0.345833,1.000000,64.000000,70.000000,12.289192,0.188636,6.000000,0.382292,0.254861,0.463542,0.309028,11.851125,12.378965,2.530208,4.000000,0.000000,-17.000000,-16.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,R,VP,R,90.000000,i,Suite_en_la.xml
22.694792,0.463542,1.000000,48.000000,70.000000,12.378965,0.252841,6.000000,0.345833,0.230556,0.650000,0.433333,12.289192,12.378965,2.694792,0.000000,0.000000,16.000000,4.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,VP,R,IP,90.000000,m,Suite_en_la.xml
22.694792,0.650000,1.000000,52.000000,64.000000,12.378965,0.354545,6.000000,0.463542,0.309028,0.064583,0.043056,12.378965,12.477828,2.694792,4.000000,0.000000,-4.000000,13.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,R,IP,IP,90.000000,f,Suite_en_la.xml
22.876042,0.064583,1.000000,65.000000,66.000000,12.477828,0.035227,6.000000,0.650000,0.433333,0.419792,0.279861,12.378965,12.559078,2.876042,5.000000,0.000000,-13.000000,-0.000000,0.000000,,5.000000,Am,9.000000,m,4.000000,n,ww,IP,IP,SB,90.000000,i,Suite_en_la.xml
23.025000,0.419792,1.000000,65.000000,68.000000,12.559078,0.228977,6.000000,0.064583,0.043056,0.404167,0.269444,12.477828,12.849419,3.025000,5.000000,0.000000,-0.000000,-1.000000,0.000000,,5.000000,Am,9.000000,m,4.000000,n,ww,IP,SB,R,90.000000,m,Suite_en_la.xml
23.557292,0.404167,1.000000,64.000000,74.000000,12.849419,0.220454,6.000000,0.419792,0.279861,0.073958,0.049306,12.559078,12.855101,3.557292,4.000000,0.000000,1.000000,-0.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,SB,R,SB,90.000000,m,Suite_en_la.xml
23.567708,0.073958,1.000000,64.000000,62.000000,12.855101,0.040341,6.000000,0.404167,0.269444,2.846875,1.897917,12.849419,12.863624,3.567708,4.000000,0.000000,-0.000000,-12.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,R,SB,R,90.000000,f,Suite_en_la.xml
23.583333,2.846875,1.000000,52.000000,66.000000,12.863624,1.552839,6.000000,0.073958,0.049306,0.788542,0.525694,12.855101,12.895442,3.583333,4.000000,4.000000,12.000000,-0.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,SB,R,IP,90.000000,i,Suite_en_la.xml
23.641667,0.788542,1.000000,52.000000,73.000000,12.895442,0.430113,6.000000,2.846875,1.897917,0.372917,0.248611,12.863624,13.406237,3.641667,4.000000,1.000000,-0.000000,8.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,R,IP,IP,90.000000,f,Suite_en_la.xml
24.578125,0.372917,1.000000,60.000000,62.000000,13.406237,0.203409,7.000000,0.788542,0.525694,0.063542,0.042361,12.895442,13.406805,0.578125,0.000000,1.000000,-8.000000,-0.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,IP,IP,P,90.000000,i,Suite_en_la.xml
24.579167,0.063542,1.000000,60.000000,62.000000,13.406805,0.034659,7.000000,0.372917,0.248611,0.218750,0.145833,13.406237,13.673850,0.579167,0.000000,1.000000,-0.000000,-1.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,IP,P,SB,90.000000,m,Suite_en_la.xml
25.068750,0.218750,1.000000,59.000000,62.000000,13.673850,0.119318,7.000000,0.063542,0.042361,0.416667,0.277778,13.406805,13.943168,1.068750,11.000000,1.000000,1.000000,1.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,P,SB,VR,90.000000,m,Suite_en_la.xml
25.562500,0.416667,1.000000,60.000000,63.000000,13.943168,0.227272,7.000000,0.218750,0.145833,0.463542,0.309028,13.673850,14.222145,1.562500,0.000000,0.000000,-1.000000,2.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,SB,VR,R,90.000000,m,Suite_en_la.xml
26.073958,0.463542,1.000000,62.000000,62.000000,14.222145,0.252841,7.000000,0.416667,0.277778,1.510417,1.006944,13.943168,14.503963,2.073958,2.000000,0.000000,-2.000000,-10.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,VR,R,IP,90.000000,m,Suite_en_la.xml
26.590625,1.510417,1.000000,52.000000,66.000000,14.503963,0.823863,7.000000,0.463542,0.309028,1.181250,0.787500,14.222145,14.509645,2.590625,4.000000,2.000000,10.000000,12.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,R,IP,P,90.000000,m,Suite_en_la.xml
26.601042,1.181250,1.000000,64.000000,66.000000,14.509645,0.644318,7.000000,1.510417,1.006944,0.085417,0.056944,14.503963,14.515326,2.601042,4.000000,2.000000,-12.000000,-0.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml
26.611458,0.085417,1.000000,64.000000,62.000000,14.515326,0.046591,7.000000,1.181250,0.787500,0.260417,0.173611,14.509645,14.991462,2.611458,4.000000,2.000000,-0.000000,-2.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml
27.484375,0.260417,1.000000,62.000000,68.000000,14.991462,0.142045,7.000000,0.085417,0.056944,0.069792,0.046528,14.515326,15.133508,3.484375,2.000000,0.000000,2.000000,-1.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,P,IP,SB,90.000000,m,Suite_en_la.xml
27.744792,0.069792,1.000000,61.000000,66.000000,15.133508,0.038068,7.000000,0.260417,0.173611,0.170833,0.113889,14.991462,15.249417,3.744792,1.000000,0.000000,1.000000,-2.000000,0.000000,,1.000000,Am,9.000000,m,8.000000,n,ww,IP,SB,VR,90.000000,m,Suite_en_la.xml
27.957292,0.170833,1.000000,59.000000,67.000000,15.249417,0.093182,7.000000,0.069792,0.046528,0.127083,0.084722,15.133508,15.342598,3.957292,11.000000,0.000000,2.000000,2.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,SB,VR,IR,90.000000,m,Suite_en_la.xml
28.128125,0.127083,1.000000,61.000000,66.000000,15.342598,0.069318,8.000000,0.170833,0.113889,2.219792,1.479861,15.249417,15.380098,0.128125,1.000000,0.000000,-2.000000,-16.000000,0.000000,,1.000000,Am,9.000000,m,8.000000,n,ww,VR,IR,P,90.000000,f,Suite_en_la.xml
28.196875,2.219792,1.000000,45.000000,68.000000,15.380098,1.210794,8.000000,0.127083,0.084722,1.212500,0.808333,15.342598,15.444303,0.196875,9.000000,8.000000,16.000000,7.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,IR,P,P,90.000000,i,Suite_en_la.xml
