% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation Suite_en_la_pas

@ATTRIBUTE onset_b numeric
@ATTRIBUTE dur_b numeric
@ATTRIBUTE string numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE pre_ionset_s numeric
@ATTRIBUTE nxt_ionset_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE n_simult numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifths numeric
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { Am }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { m }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n }
@ATTRIBUTE mtr { s ss w ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Suite_en_la.xml }
@ATTRIBUTE emb_count numeric
@ATTRIBUTE emb { n y }
@ATTRIBUTE emb_label { complex n simple }
@ATTRIBUTE duration_rat numeric
@ATTRIBUTE onset_dev numeric
@ATTRIBUTE pitch_dev numeric
@ATTRIBUTE energy_rat numeric
@ATTRIBUTE energy_dev numeric
@ATTRIBUTE duration_dev numeric
@ATTRIBUTE duration_dev_nom { lengthen none shorten }
@ATTRIBUTE onset_dev_nom { advance delay none }
@ATTRIBUTE energy_dev_nom { forte none piano }

@data
2.666667,0.331250,6.000000,59.000000,80.000000,1.333333,0.165625,1.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,2.666667,11.000000,1.000000,-2.000000,1.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.842767,1.650844,-2.000000,1.046699,3.735938,-0.052083,lengthen,delay,forte
3.000000,0.331250,7.000000,60.000000,80.000000,1.500000,0.165625,1.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,3.000000,0.000000,0.000000,-1.000000,2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,2.361271,2.000000,0.946699,-4.264062,-0.044792,lengthen,delay,piano
3.333333,0.331250,7.000000,62.000000,80.000000,1.666667,0.165625,1.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,3.333333,2.000000,0.000000,-2.000000,2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,2.027938,0.000000,0.946699,-4.264062,-0.044792,lengthen,delay,piano
3.666667,0.331250,6.000000,64.000000,80.000000,1.833333,0.165625,1.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,3.666667,4.000000,0.000000,-2.000000,-2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,1.694604,-2.000000,0.946699,-4.264062,-0.044792,lengthen,delay,piano
4.000000,0.331250,4.000000,62.000000,80.000000,2.000000,0.165625,1.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,4.000000,2.000000,0.000000,2.000000,-2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,1.361271,0.000000,0.946699,-4.264062,-0.044792,lengthen,delay,piano
4.333333,0.331250,5.000000,60.000000,80.000000,2.166667,0.165625,2.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,0.333333,0.000000,0.000000,2.000000,-1.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,1.027938,2.000000,0.946699,-4.264062,-0.044792,lengthen,delay,piano
4.666667,0.331250,4.000000,59.000000,80.000000,2.333333,0.165625,2.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,0.666667,11.000000,0.000000,1.000000,-2.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,0.694604,3.000000,0.946699,-4.264062,-0.044792,lengthen,delay,piano
5.000000,0.331250,6.000000,57.000000,80.000000,2.500000,0.165625,2.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,1.000000,9.000000,0.000000,2.000000,2.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,0.361271,5.000000,0.946699,-4.264062,-0.044792,lengthen,delay,piano
5.333333,0.331250,5.000000,59.000000,80.000000,2.666667,0.165625,2.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,1.333333,11.000000,0.000000,-2.000000,1.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,0.027938,3.000000,0.946699,-4.264062,-0.044792,lengthen,none,piano
5.666667,0.331250,4.000000,60.000000,80.000000,2.833333,0.165625,2.000000,0.331250,0.220833,0.497917,0.331944,-0.166667,0.166667,1.666667,0.000000,0.000000,-1.000000,2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.864780,-0.305396,2.000000,0.946699,-4.264062,-0.044792,lengthen,advance,piano
6.000000,0.497917,5.000000,62.000000,80.000000,3.000000,0.248958,2.000000,0.331250,0.220833,0.164583,0.109722,-0.166667,0.250000,2.000000,2.000000,0.000000,-2.000000,-2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.575314,-0.638729,0.000000,0.946699,-4.264062,-0.211458,none,advance,piano
6.500000,0.164583,4.000000,60.000000,80.000000,3.250000,0.082292,2.000000,0.497917,0.331944,0.164583,0.109722,-0.250000,0.083333,2.500000,0.000000,0.000000,2.000000,-1.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml,1.000000,n,n,1.740506,-1.138729,2.000000,0.946699,-4.264062,0.121875,lengthen,advance,piano
6.666667,0.164583,4.000000,59.000000,80.000000,3.333333,0.082292,2.000000,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,2.666667,11.000000,0.000000,1.000000,-2.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.873418,-0.618312,-2.000000,0.909199,-7.264062,-0.020833,lengthen,advance,piano
6.833333,0.164583,4.000000,57.000000,80.000000,3.416667,0.082292,2.000000,0.164583,0.109722,0.331250,0.220833,-0.083333,0.083333,2.833333,9.000000,0.000000,2.000000,-4.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,IP,P,SB,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.873418,-0.784979,0.000000,0.909199,-7.264062,-0.020833,lengthen,advance,piano
7.000000,0.331250,2.000000,53.000000,80.000000,3.500000,0.165625,2.000000,0.164583,0.109722,0.331250,0.220833,-0.083333,0.000000,3.000000,5.000000,0.000000,4.000000,4.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,P,SB,VR,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.433962,-0.951646,4.000000,0.909199,-7.264062,-0.187500,none,advance,piano
7.000000,0.331250,6.000000,57.000000,80.000000,3.500000,0.165625,2.000000,0.331250,0.220833,0.331250,0.220833,0.000000,0.000000,3.000000,9.000000,0.000000,-4.000000,2.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,SB,VR,IR,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.433962,-0.951646,0.000000,0.909199,-7.264062,-0.187500,none,advance,piano
7.000000,0.331250,2.000000,59.000000,80.000000,3.500000,0.165625,2.000000,0.331250,0.220833,2.997917,1.998611,0.000000,0.000000,3.000000,11.000000,0.000000,-2.000000,-14.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,VR,IR,P,90.000000,f,Suite_en_la.xml,1.000000,n,n,0.433962,-0.951646,-2.000000,0.909199,-7.264062,-0.187500,none,advance,piano
7.000000,2.997917,2.000000,45.000000,80.000000,3.500000,1.498958,2.000000,0.331250,0.220833,0.331250,0.220833,0.000000,0.166667,3.000000,9.000000,5.000000,14.000000,8.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,IR,P,P,90.000000,i,Suite_en_la.xml,1.000000,n,n,0.083739,-0.681865,0.000000,0.909199,-7.264062,-2.746875,shorten,advance,piano
7.333333,0.331250,4.000000,53.000000,80.000000,3.666667,0.165625,2.000000,2.997917,1.998611,0.331250,0.220833,-0.166667,0.166667,3.333333,5.000000,1.000000,-8.000000,2.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,1.905660,-0.883844,0.000000,0.971699,-2.264062,0.300000,lengthen,advance,none
7.666667,0.331250,6.000000,55.000000,80.000000,3.833333,0.165625,2.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,3.666667,7.000000,1.000000,-2.000000,2.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,3.000000,y,simple,4.159340,-1.134323,0.000000,0.959199,-3.264062,1.046531,lengthen,advance,none
8.000000,0.331250,7.000000,57.000000,80.000000,4.000000,0.165625,2.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,4.000000,9.000000,1.000000,-2.000000,2.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,2.000000,y,simple,1.540849,-0.021750,-1.000000,0.959199,-3.264062,0.179156,lengthen,none,none
8.333333,0.331250,2.000000,59.000000,80.000000,4.166667,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,0.333333,11.000000,1.000000,-2.000000,1.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.572327,0.717979,5.000000,0.996699,-0.264062,-0.141667,lengthen,delay,none
8.666667,0.331250,6.000000,60.000000,80.000000,4.333333,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,0.666667,0.000000,1.000000,-1.000000,2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.594340,0.516000,-8.000000,0.909199,-7.264062,-0.134375,lengthen,delay,piano
9.000000,0.331250,6.000000,62.000000,80.000000,4.500000,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,1.000000,2.000000,0.000000,-2.000000,2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.550314,0.290781,3.000000,0.984199,-1.264062,-0.148958,lengthen,delay,none
9.333333,0.331250,5.000000,64.000000,80.000000,4.666667,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,1.333333,4.000000,0.000000,-2.000000,1.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.710692,0.221167,0.000000,1.059199,4.735938,-0.095833,lengthen,delay,forte
9.666667,0.331250,4.000000,65.000000,80.000000,4.833333,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,1.666667,5.000000,0.000000,-1.000000,-1.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.710692,-0.112167,-1.000000,1.059199,4.735938,-0.095833,lengthen,advance,forte
10.000000,0.331250,6.000000,64.000000,80.000000,5.000000,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,2.000000,4.000000,0.000000,1.000000,-2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,s,P,P,IP,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.440252,-0.437417,0.000000,0.909199,-7.264062,-0.185417,none,advance,piano
10.333333,0.331250,4.000000,62.000000,80.000000,5.166667,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,2.333333,2.000000,0.000000,2.000000,-2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.440252,-0.770750,2.000000,0.909199,-7.264062,-0.185417,none,advance,piano
10.666667,0.331250,4.000000,60.000000,80.000000,5.333333,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,2.666667,0.000000,0.000000,2.000000,-1.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,5.138365,-1.089938,-8.000000,0.921699,-6.264062,1.370833,lengthen,advance,piano
11.000000,0.331250,6.000000,59.000000,80.000000,5.500000,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,3.000000,11.000000,0.000000,1.000000,1.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml,1.000000,n,n,1.028302,-1.340417,-7.000000,1.071699,5.735938,0.009375,lengthen,advance,forte
11.333333,0.331250,6.000000,60.000000,80.000000,5.666667,0.165625,3.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,3.333333,0.000000,0.000000,-1.000000,2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,1.600629,-0.161156,4.000000,0.946699,-4.264062,0.198958,lengthen,advance,piano
11.666667,0.331250,4.000000,62.000000,80.000000,5.833333,0.165625,3.000000,0.331250,0.220833,0.497917,0.331944,-0.166667,0.166667,3.666667,2.000000,0.000000,-2.000000,2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,1.600629,-0.494490,2.000000,0.946699,-4.264062,0.198958,lengthen,advance,piano
12.000000,0.497917,6.000000,64.000000,80.000000,6.000000,0.248958,4.000000,0.331250,0.220833,0.164583,0.109722,-0.166667,0.250000,0.000000,4.000000,0.000000,-2.000000,-2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,VP,90.000000,m,Suite_en_la.xml,1.000000,n,n,1.064854,-0.827823,0.000000,0.946699,-4.264062,0.032292,lengthen,advance,piano
12.500000,0.164583,2.000000,62.000000,80.000000,6.250000,0.082292,4.000000,0.497917,0.331944,0.164583,0.109722,-0.250000,0.083333,0.500000,2.000000,0.000000,2.000000,-1.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,VP,R,90.000000,m,Suite_en_la.xml,1.000000,n,n,3.221519,-1.327823,2.000000,0.946699,-4.264062,0.365625,lengthen,advance,piano
12.666667,0.164583,7.000000,61.000000,80.000000,6.333333,0.082292,4.000000,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,0.666667,1.000000,0.000000,1.000000,-2.000000,0.000000,1.000000,Am,9.000000,m,8.000000,n,ww,VP,R,VP,90.000000,m,Suite_en_la.xml,1.000000,n,n,3.221519,-1.494490,3.000000,0.946699,-4.264062,0.365625,lengthen,advance,piano
12.833333,0.164583,6.000000,59.000000,80.000000,6.416667,0.082292,4.000000,0.164583,0.109722,0.331250,0.220833,-0.083333,0.083333,0.833333,11.000000,0.000000,2.000000,-7.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,R,VP,VR,90.000000,m,Suite_en_la.xml,1.000000,n,n,3.221519,-1.661156,5.000000,0.946699,-4.264062,0.365625,lengthen,advance,piano
13.000000,0.331250,2.000000,52.000000,80.000000,6.500000,0.165625,4.000000,0.164583,0.109722,0.331250,0.220833,-0.083333,0.000000,1.000000,4.000000,0.000000,7.000000,3.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,VP,VR,VR,90.000000,m,Suite_en_la.xml,5.000000,y,complex,9.265912,-1.512573,-3.000000,0.959199,-3.264062,2.738083,lengthen,advance,piano
13.000000,0.331250,6.000000,55.000000,80.000000,6.500000,0.165625,4.000000,0.331250,0.220833,0.331250,0.220833,0.000000,0.000000,1.000000,7.000000,0.000000,-3.000000,6.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,VR,VR,IR,90.000000,m,Suite_en_la.xml,1.000000,n,n,1.084906,0.566865,0.000000,1.021699,1.735938,0.028125,lengthen,delay,none
13.000000,0.331250,2.000000,61.000000,80.000000,6.500000,0.165625,4.000000,0.331250,0.220833,2.997917,1.998611,0.000000,0.000000,1.000000,1.000000,0.000000,-6.000000,-16.000000,0.000000,1.000000,Am,9.000000,m,8.000000,n,ww,VR,IR,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.921384,0.916469,-4.000000,1.096699,7.735938,-0.026042,lengthen,delay,forte
13.000000,2.997917,2.000000,45.000000,80.000000,6.500000,1.498958,4.000000,0.331250,0.220833,0.331250,0.220833,0.000000,0.166667,1.000000,9.000000,5.000000,16.000000,10.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,IR,P,P,90.000000,f,Suite_en_la.xml,2.000000,y,simple,0.154378,1.505542,2.000000,0.921699,-6.264062,-2.535104,shorten,delay,piano
13.333333,0.331250,2.000000,55.000000,80.000000,6.666667,0.165625,4.000000,2.997917,1.998611,0.331250,0.220833,-0.166667,0.166667,1.333333,7.000000,1.000000,-10.000000,2.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,P,P,P,90.000000,i,Suite_en_la.xml,2.000000,y,simple,1.139780,1.443000,-5.000000,0.946699,-4.264062,0.046302,lengthen,delay,piano
13.666667,0.331250,3.000000,57.000000,80.000000,6.833333,0.165625,4.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,1.666667,9.000000,1.000000,-2.000000,2.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,3.000000,y,simple,1.505535,1.372375,-2.000000,0.996699,-0.264062,0.167458,lengthen,delay,none
14.000000,0.331250,3.000000,59.000000,80.000000,7.000000,0.165625,4.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,2.000000,11.000000,1.000000,-2.000000,2.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,2.000000,y,simple,5.795157,1.286594,-12.000000,0.934199,-5.264062,1.588396,lengthen,delay,piano
14.333333,0.331250,5.000000,61.000000,80.000000,7.166667,0.165625,4.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,2.333333,1.000000,1.000000,-2.000000,1.000000,0.000000,1.000000,Am,9.000000,m,8.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.606918,1.215969,6.000000,1.084199,6.735938,-0.130208,lengthen,delay,forte
14.666667,0.331250,2.000000,62.000000,80.000000,7.333333,0.165625,4.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,2.666667,2.000000,1.000000,-1.000000,2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.735849,1.145344,3.000000,1.046699,3.735938,-0.087500,lengthen,delay,forte
15.000000,0.331250,6.000000,64.000000,80.000000,7.500000,0.165625,4.000000,0.331250,0.220833,0.331250,0.220833,-0.166667,0.166667,3.000000,4.000000,0.000000,-2.000000,1.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml,1.000000,n,n,0.735849,0.812010,1.000000,1.046699,3.735938,-0.087500,lengthen,delay,forte
