% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation Darn_that_dream_score

@ATTRIBUTE onset_b numeric
@ATTRIBUTE dur_b numeric
@ATTRIBUTE string numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE pre_ionset_s numeric
@ATTRIBUTE nxt_ionset_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE n_simult numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifths numeric
@ATTRIBUTE keyMode {  }
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { A7 B5 B7 B9 Bb7 C6 C7 D7 E E7 Eb6 Eb7 F7 G G6 G7 }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { 5 6 7 9 mayor }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n y }
@ATTRIBUTE mtr { s ss ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Darn_that_dream.xml }

@data
22.000000,0.997917,2.000000,56.000000,80.000000,18.857146,0.855357,6.000000,0.997917,0.855357,0.997917,0.855357,18.857146,18.857146,2.000000,8.000000,3.000000,-10.000000,5.000000,1.000000,,1.000000,B7,11.000000,7,3.000000,n,ww,P,IP,VP,70.000000,m,Darn_that_dream.xml
22.000000,0.997917,2.000000,61.000000,80.000000,18.857146,0.855357,6.000000,0.997917,0.855357,0.997917,0.855357,18.857146,18.857146,2.000000,1.000000,3.000000,-5.000000,4.000000,1.000000,,6.000000,B7,11.000000,7,10.000000,y,ww,IP,VP,VR,70.000000,m,Darn_that_dream.xml
22.000000,0.997917,2.000000,65.000000,80.000000,18.857146,0.855357,6.000000,0.997917,0.855357,0.997917,0.855357,18.857146,19.714289,2.000000,5.000000,3.000000,-4.000000,-2.000000,1.000000,,2.000000,B7,11.000000,7,6.000000,n,ww,VP,VR,IR,70.000000,m,Darn_that_dream.xml
23.000000,0.997917,2.000000,63.000000,80.000000,19.714289,0.855357,6.000000,0.997917,0.855357,1.997917,1.712500,18.857146,20.571432,3.000000,3.000000,0.000000,2.000000,-18.000000,1.000000,,4.000000,Eb7,4.000000,7,1.000000,n,ww,VR,IR,P,70.000000,f,Darn_that_dream.xml
24.000000,1.997917,2.000000,45.000000,80.000000,20.571432,1.712500,7.000000,0.997917,0.855357,1.997917,1.712500,19.714289,20.571432,0.000000,9.000000,3.000000,18.000000,10.000000,1.000000,,2.000000,Eb7,4.000000,7,5.000000,n,ww,IR,P,SB,70.000000,i,Darn_that_dream.xml
24.000000,1.997917,2.000000,55.000000,80.000000,20.571432,1.712500,7.000000,1.997917,1.712500,1.997917,1.712500,20.571432,20.571432,0.000000,7.000000,3.000000,-10.000000,5.000000,1.000000,,0.000000,Eb7,4.000000,7,3.000000,n,ww,P,SB,VR,70.000000,m,Darn_that_dream.xml
24.000000,1.997917,2.000000,60.000000,80.000000,20.571432,1.712500,7.000000,1.997917,1.712500,1.997917,1.712500,20.571432,20.571432,0.000000,0.000000,3.000000,-5.000000,2.000000,1.000000,,7.000000,Eb7,4.000000,7,4.000000,y,ww,SB,VR,SA,70.000000,m,Darn_that_dream.xml
24.000000,1.997917,2.000000,62.000000,80.000000,20.571432,1.712500,7.000000,1.997917,1.712500,1.997917,1.712500,20.571432,22.285718,0.000000,2.000000,3.000000,-2.000000,-18.000000,1.000000,,5.000000,Eb7,4.000000,7,2.000000,n,ww,VR,SA,SA,70.000000,f,Darn_that_dream.xml
26.000000,1.997917,2.000000,44.000000,80.000000,22.285718,1.712500,7.000000,1.997917,1.712500,1.997917,1.712500,20.571432,22.285718,2.000000,8.000000,3.000000,18.000000,7.000000,1.000000,,1.000000,A7,9.000000,7,1.000000,n,ww,SA,SA,VR,70.000000,i,Darn_that_dream.xml
26.000000,1.997917,2.000000,51.000000,80.000000,22.285718,1.712500,7.000000,1.997917,1.712500,1.997917,1.712500,22.285718,22.285718,2.000000,3.000000,3.000000,-7.000000,9.000000,1.000000,,4.000000,A7,9.000000,7,6.000000,n,ww,SA,VR,VR,70.000000,m,Darn_that_dream.xml
26.000000,1.997917,2.000000,60.000000,80.000000,22.285718,1.712500,7.000000,1.997917,1.712500,1.997917,1.712500,22.285718,22.285718,2.000000,0.000000,3.000000,-9.000000,6.000000,1.000000,,7.000000,A7,9.000000,7,9.000000,n,ww,VR,VR,IR,70.000000,m,Darn_that_dream.xml
26.000000,1.997917,2.000000,66.000000,80.000000,22.285718,1.712500,7.000000,1.997917,1.712500,0.997917,0.855357,22.285718,24.000004,2.000000,6.000000,3.000000,-6.000000,-19.000000,1.000000,,1.000000,A7,9.000000,7,3.000000,n,ww,VR,IR,SB,70.000000,f,Darn_that_dream.xml
28.000000,0.997917,2.000000,47.000000,80.000000,24.000004,0.855357,8.000000,1.997917,1.712500,0.997917,0.855357,22.285718,24.000004,0.000000,11.000000,2.000000,19.000000,10.000000,1.000000,,4.000000,D7,2.000000,7,9.000000,n,ww,IR,SB,VR,70.000000,i,Darn_that_dream.xml
28.000000,0.997917,2.000000,57.000000,80.000000,24.000004,0.855357,8.000000,0.997917,0.855357,0.997917,0.855357,24.000004,24.000004,0.000000,9.000000,2.000000,-10.000000,5.000000,1.000000,,2.000000,D7,2.000000,7,7.000000,y,ww,SB,VR,SA,70.000000,m,Darn_that_dream.xml
28.000000,0.997917,2.000000,62.000000,80.000000,24.000004,0.855357,8.000000,0.997917,0.855357,0.997917,0.855357,24.000004,24.857147,0.000000,2.000000,2.000000,-5.000000,-16.000000,1.000000,,5.000000,D7,2.000000,7,0.000000,y,ww,VR,SA,VR,70.000000,f,Darn_that_dream.xml
29.000000,0.997917,2.000000,46.000000,80.000000,24.857147,0.855357,8.000000,0.997917,0.855357,0.997917,0.855357,24.000004,24.857147,1.000000,10.000000,2.000000,16.000000,10.000000,1.000000,,3.000000,B7,11.000000,7,1.000000,n,ww,SA,VR,R,70.000000,i,Darn_that_dream.xml
29.000000,0.997917,2.000000,56.000000,80.000000,24.857147,0.855357,8.000000,0.997917,0.855357,0.997917,0.855357,24.857147,24.857147,1.000000,8.000000,2.000000,-10.000000,6.000000,1.000000,,1.000000,B7,11.000000,7,3.000000,n,ww,VR,R,VP,70.000000,m,Darn_that_dream.xml
