% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation Darn_that_dream_perf

@ATTRIBUTE onset_b numeric
@ATTRIBUTE dur_b numeric
@ATTRIBUTE string numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE pre_ionset_s numeric
@ATTRIBUTE nxt_ionset_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE n_simult numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifths numeric
@ATTRIBUTE keyMode {  }
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { A7 B5 B7 B9 Bb7 C6 C7 D7 E E7 Eb6 Eb7 F7 G G6 G7 }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { 5 6 7 9 mayor }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n y }
@ATTRIBUTE mtr { ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Darn_that_dream.xml }

@data
4.377083,0.197917,3.000000,63.000000,63.000000,3.282813,0.148438,2.000000,0.313542,0.268750,0.460417,0.394643,3.282813,3.607813,0.377083,3.000000,0.000000,-0.000000,-18.000000,1.000000,,4.000000,Eb7,4.000000,7,1.000000,n,ww,VR,IR,P,70.000000,f,Darn_that_dream.xml
4.810417,0.460417,6.000000,45.000000,77.000000,3.607813,0.345312,2.000000,0.197917,0.169643,0.719792,0.616964,3.282813,3.648438,0.810417,9.000000,0.000000,18.000000,10.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,IR,P,P,70.000000,i,Darn_that_dream.xml
4.864583,0.719792,4.000000,55.000000,65.000000,3.648438,0.539844,2.000000,0.460417,0.394643,1.316667,1.128571,3.607813,3.682813,0.864583,7.000000,1.000000,-10.000000,5.000000,1.000000,,0.000000,A7,9.000000,7,2.000000,n,ww,P,P,SB,70.000000,m,Darn_that_dream.xml
4.910417,1.316667,3.000000,60.000000,69.000000,3.682813,0.987500,2.000000,0.719792,0.616964,1.204167,1.032143,3.648438,3.755469,0.910417,0.000000,2.000000,-5.000000,4.000000,1.000000,,7.000000,A7,9.000000,7,9.000000,n,ww,P,SB,R,70.000000,m,Darn_that_dream.xml
5.007292,1.204167,2.000000,64.000000,67.000000,3.755469,0.903125,2.000000,1.316667,1.128571,0.340625,0.291964,3.682813,4.403125,1.007292,4.000000,1.000000,-4.000000,5.000000,1.000000,,3.000000,A7,9.000000,7,5.000000,n,ww,SB,R,SB,70.000000,m,Darn_that_dream.xml
5.870833,0.340625,1.000000,69.000000,72.000000,4.403125,0.255469,2.000000,1.204167,1.032143,0.205208,0.175893,3.755469,4.533594,1.870833,9.000000,0.000000,-5.000000,-12.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,R,SB,VR,70.000000,m,Darn_that_dream.xml
6.044792,0.205208,5.000000,57.000000,65.000000,4.533594,0.153906,2.000000,0.340625,0.291964,0.159375,0.136607,4.403125,4.701563,2.044792,9.000000,0.000000,12.000000,2.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,SB,VR,SA,70.000000,m,Darn_that_dream.xml
6.268750,0.159375,2.000000,59.000000,64.000000,4.701563,0.119531,2.000000,0.205208,0.175893,1.372917,1.176786,4.533594,4.922656,2.268750,11.000000,0.000000,-2.000000,-12.000000,1.000000,,4.000000,A7,9.000000,7,2.000000,n,ww,VR,SA,IR,70.000000,m,Darn_that_dream.xml
6.563542,1.372917,6.000000,47.000000,84.000000,4.922656,1.029688,2.000000,0.159375,0.136607,0.638542,0.547321,4.701563,5.044531,2.563542,11.000000,3.000000,12.000000,10.000000,1.000000,,4.000000,A7,9.000000,7,2.000000,n,ww,SA,IR,IP,70.000000,m,Darn_that_dream.xml
6.726042,0.638542,4.000000,57.000000,66.000000,5.044531,0.478906,2.000000,1.372917,1.176786,0.415625,0.356250,4.922656,5.160156,2.726042,9.000000,1.000000,-10.000000,7.000000,1.000000,,2.000000,B7,11.000000,7,2.000000,n,ww,IR,IP,IP,70.000000,m,Darn_that_dream.xml
6.880208,0.415625,3.000000,64.000000,70.000000,5.160156,0.311719,2.000000,0.638542,0.547321,1.161458,0.995536,5.044531,5.282813,2.880208,4.000000,1.000000,-7.000000,1.000000,1.000000,,3.000000,B7,11.000000,7,7.000000,y,ww,IP,IP,SB,70.000000,m,Darn_that_dream.xml
7.043750,1.161458,2.000000,65.000000,70.000000,5.282813,0.871094,2.000000,0.415625,0.356250,0.514583,0.441071,5.160156,5.471875,3.043750,5.000000,2.000000,-1.000000,-2.000000,1.000000,,2.000000,B7,11.000000,7,6.000000,n,ww,IP,SB,VR,70.000000,m,Darn_that_dream.xml
7.295833,0.514583,3.000000,63.000000,66.000000,5.471875,0.385937,2.000000,1.161458,0.995536,0.413542,0.354464,5.282813,6.307031,3.295833,3.000000,1.000000,2.000000,3.000000,1.000000,,4.000000,B7,11.000000,7,8.000000,n,ww,SB,VR,IR,70.000000,f,Darn_that_dream.xml
8.409375,0.413542,2.000000,66.000000,72.000000,6.307031,0.310156,3.000000,0.514583,0.441071,0.348958,0.299107,5.471875,6.652344,0.409375,6.000000,0.000000,-3.000000,-14.000000,1.000000,,1.000000,B7,11.000000,7,5.000000,n,ww,VR,IR,P,70.000000,i,Darn_that_dream.xml
8.869792,0.348958,5.000000,52.000000,66.000000,6.652344,0.261719,3.000000,0.413542,0.354464,0.758333,0.650000,6.307031,6.719531,0.869792,4.000000,0.000000,14.000000,7.000000,1.000000,,3.000000,E,4.000000,mayor,0.000000,n,ww,IR,P,P,70.000000,m,Darn_that_dream.xml
8.959375,0.758333,4.000000,59.000000,66.000000,6.719531,0.568750,3.000000,0.348958,0.299107,1.291667,1.107143,6.652344,6.760156,0.959375,11.000000,1.000000,-7.000000,3.000000,1.000000,,4.000000,E,4.000000,mayor,7.000000,n,ww,P,P,SB,70.000000,m,Darn_that_dream.xml
9.013542,1.291667,3.000000,62.000000,76.000000,6.760156,0.968750,3.000000,0.758333,0.650000,1.273958,1.091964,6.719531,6.811719,1.013542,2.000000,2.000000,-3.000000,5.000000,1.000000,,5.000000,E,4.000000,mayor,2.000000,n,ww,P,SB,SA,70.000000,m,Darn_that_dream.xml
9.082292,1.273958,2.000000,67.000000,68.000000,6.811719,0.955469,3.000000,1.291667,1.107143,0.483333,0.414286,6.760156,7.439063,1.082292,7.000000,1.000000,-5.000000,4.000000,1.000000,,0.000000,E,4.000000,mayor,3.000000,n,ww,SB,SA,R,70.000000,m,Darn_that_dream.xml
9.918750,0.483333,1.000000,71.000000,79.000000,7.439063,0.362500,3.000000,1.273958,1.091964,0.282292,0.241964,6.811719,7.445313,1.918750,11.000000,0.000000,-4.000000,-12.000000,1.000000,,4.000000,E,4.000000,mayor,7.000000,n,ww,SA,R,IP,70.000000,m,Darn_that_dream.xml
9.927083,0.282292,4.000000,59.000000,64.000000,7.445313,0.211719,3.000000,0.483333,0.414286,0.420833,0.360714,7.439063,7.445313,1.927083,11.000000,0.000000,12.000000,-7.000000,1.000000,,4.000000,E,4.000000,mayor,7.000000,n,ww,R,IP,VP,70.000000,m,Darn_that_dream.xml
9.927083,0.420833,5.000000,52.000000,67.000000,7.445313,0.315625,3.000000,0.282292,0.241964,0.208333,0.178571,7.445313,7.625000,1.927083,4.000000,0.000000,7.000000,-0.000000,1.000000,,3.000000,E,4.000000,mayor,0.000000,n,ww,IP,VP,IR,70.000000,m,Darn_that_dream.xml
10.166667,0.208333,6.000000,52.000000,73.000000,7.625000,0.156250,3.000000,0.420833,0.360714,0.804167,0.689286,7.445313,8.066406,2.166667,4.000000,0.000000,-0.000000,2.000000,1.000000,,3.000000,E,4.000000,mayor,0.000000,n,ww,VP,IR,P,70.000000,m,Darn_that_dream.xml
10.755208,0.804167,5.000000,54.000000,79.000000,8.066406,0.603125,3.000000,0.208333,0.178571,0.878125,0.752679,7.625000,8.071875,2.755208,6.000000,4.000000,-2.000000,6.000000,1.000000,,1.000000,A7,9.000000,7,3.000000,n,ww,IR,P,IP,70.000000,m,Darn_that_dream.xml
10.762500,0.878125,4.000000,60.000000,69.000000,8.071875,0.658594,3.000000,0.804167,0.689286,0.363542,0.311607,8.066406,8.083594,2.762500,0.000000,4.000000,-6.000000,4.000000,1.000000,,7.000000,A7,9.000000,7,9.000000,n,ww,P,IP,IP,70.000000,m,Darn_that_dream.xml
10.778125,0.363542,3.000000,64.000000,95.000000,8.083594,0.272656,3.000000,0.878125,0.752679,0.336458,0.288393,8.071875,8.095313,2.778125,4.000000,2.000000,-4.000000,4.000000,1.000000,,3.000000,A7,9.000000,7,5.000000,n,ww,IP,IP,IP,70.000000,m,Darn_that_dream.xml
10.793750,0.336458,2.000000,68.000000,83.000000,8.095313,0.252344,3.000000,0.363542,0.311607,0.147917,0.126786,8.083594,8.097656,2.793750,8.000000,2.000000,-4.000000,-0.000000,1.000000,,1.000000,A7,9.000000,7,1.000000,n,ww,IP,IP,SB,70.000000,m,Darn_that_dream.xml
10.796875,0.147917,1.000000,68.000000,62.000000,8.097656,0.110938,3.000000,0.336458,0.288393,0.313542,0.268750,8.095313,8.440625,2.796875,8.000000,2.000000,-0.000000,1.000000,1.000000,,1.000000,A7,9.000000,7,1.000000,n,ww,IP,SB,VR,70.000000,m,Darn_that_dream.xml
11.254167,0.313542,2.000000,69.000000,100.000000,8.440625,0.235156,3.000000,0.147917,0.126786,0.209375,0.179464,8.097656,8.442969,3.254167,9.000000,0.000000,-1.000000,-0.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,SB,VR,R,70.000000,m,Darn_that_dream.xml
11.257292,0.209375,1.000000,69.000000,62.000000,8.442969,0.157031,3.000000,0.313542,0.268750,0.345833,0.296429,8.440625,8.442969,3.257292,9.000000,0.000000,-0.000000,-12.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,VR,R,IP,70.000000,m,Darn_that_dream.xml
11.257292,0.345833,3.000000,57.000000,65.000000,8.442969,0.259375,3.000000,0.209375,0.179464,0.204167,0.175000,8.442969,8.757031,3.257292,9.000000,0.000000,12.000000,13.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,R,IP,SB,70.000000,m,Darn_that_dream.xml
11.676042,0.204167,2.000000,70.000000,70.000000,8.757031,0.153125,3.000000,0.345833,0.296429,0.209375,0.179464,8.442969,8.794531,3.676042,10.000000,0.000000,-13.000000,-3.000000,1.000000,,3.000000,C6,0.000000,6,10.000000,n,ww,IP,SB,R,70.000000,m,Darn_that_dream.xml
11.726042,0.209375,3.000000,67.000000,64.000000,8.794531,0.157031,3.000000,0.204167,0.175000,0.340625,0.291964,8.757031,9.043750,3.726042,7.000000,0.000000,3.000000,5.000000,1.000000,,0.000000,C6,0.000000,6,7.000000,y,ww,SB,R,P,70.000000,m,Darn_that_dream.xml
12.058333,0.340625,1.000000,72.000000,78.000000,9.043750,0.255469,4.000000,0.209375,0.179464,0.893750,0.766071,8.794531,9.403906,0.058333,0.000000,0.000000,-5.000000,-7.000000,1.000000,,7.000000,C6,0.000000,6,0.000000,y,ww,R,P,SB,70.000000,m,Darn_that_dream.xml
12.538542,0.893750,3.000000,65.000000,82.000000,9.403906,0.670312,4.000000,0.340625,0.291964,0.809375,0.693750,9.043750,9.447656,0.538542,5.000000,2.000000,7.000000,4.000000,1.000000,,2.000000,B7,11.000000,7,6.000000,n,ww,P,SB,VR,70.000000,m,Darn_that_dream.xml
12.596875,0.809375,2.000000,69.000000,66.000000,9.447656,0.607031,4.000000,0.893750,0.766071,0.689583,0.591071,9.403906,9.508594,0.596875,9.000000,2.000000,-4.000000,5.000000,1.000000,,2.000000,B7,11.000000,7,2.000000,n,ww,SB,VR,IR,70.000000,m,Darn_that_dream.xml
12.678125,0.689583,1.000000,74.000000,65.000000,9.508594,0.517188,4.000000,0.809375,0.693750,0.229167,0.196429,9.447656,10.414062,0.678125,2.000000,2.000000,-5.000000,-17.000000,1.000000,,5.000000,B7,11.000000,7,9.000000,n,ww,VR,IR,SB,70.000000,f,Darn_that_dream.xml
13.885417,0.229167,5.000000,57.000000,64.000000,10.414062,0.171875,4.000000,0.689583,0.591071,0.816667,0.700000,9.508594,10.889844,1.885417,9.000000,0.000000,17.000000,9.000000,1.000000,,2.000000,B7,11.000000,7,2.000000,n,ww,IR,SB,SA,70.000000,i,Darn_that_dream.xml
14.519792,0.816667,2.000000,66.000000,63.000000,10.889844,0.612500,4.000000,0.229167,0.196429,0.742708,0.636607,10.414062,10.896094,2.519792,6.000000,2.000000,-9.000000,5.000000,1.000000,,1.000000,B5,11.000000,5,5.000000,n,ww,SB,SA,VR,70.000000,m,Darn_that_dream.xml
14.528125,0.742708,1.000000,71.000000,63.000000,10.896094,0.557031,4.000000,0.816667,0.700000,1.567708,1.343750,10.889844,10.904687,2.528125,11.000000,2.000000,-5.000000,-9.000000,1.000000,,4.000000,B5,11.000000,5,0.000000,n,ww,SA,VR,VR,70.000000,m,Darn_that_dream.xml
14.539583,1.567708,3.000000,62.000000,69.000000,10.904687,1.175781,4.000000,0.742708,0.636607,3.123958,2.677679,10.896094,12.309375,2.539583,2.000000,2.000000,9.000000,-17.000000,1.000000,,5.000000,B5,11.000000,5,9.000000,n,ww,VR,VR,R,70.000000,f,Darn_that_dream.xml
16.412500,3.123958,5.000000,45.000000,72.000000,12.309375,2.342969,5.000000,1.567708,1.343750,0.704167,0.603571,10.904687,13.023438,0.412500,9.000000,6.000000,17.000000,29.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,VR,R,SB,70.000000,i,Darn_that_dream.xml
17.364583,0.704167,1.000000,74.000000,79.000000,13.023438,0.528125,5.000000,3.123958,2.677679,0.192708,0.165179,12.309375,13.029687,1.364583,2.000000,2.000000,-29.000000,-12.000000,1.000000,,5.000000,A7,9.000000,7,7.000000,y,ww,R,SB,IR,70.000000,i,Darn_that_dream.xml
17.372917,0.192708,4.000000,62.000000,64.000000,13.029687,0.144531,5.000000,0.704167,0.603571,0.614583,0.526786,13.023438,13.212500,1.372917,2.000000,2.000000,12.000000,-0.000000,1.000000,,5.000000,A7,9.000000,7,7.000000,y,ww,SB,IR,IP,70.000000,m,Darn_that_dream.xml
17.616667,0.614583,4.000000,62.000000,66.000000,13.212500,0.460937,5.000000,0.192708,0.165179,0.270833,0.232143,13.029687,13.232812,1.616667,2.000000,1.000000,-0.000000,9.000000,1.000000,,5.000000,A7,9.000000,7,7.000000,y,ww,IR,IP,P,70.000000,m,Darn_that_dream.xml
17.643750,0.270833,2.000000,71.000000,80.000000,13.232812,0.203125,5.000000,0.614583,0.526786,0.260417,0.223214,13.212500,13.728125,1.643750,11.000000,1.000000,-9.000000,1.000000,1.000000,,4.000000,A7,9.000000,7,2.000000,n,ww,IP,P,IP,70.000000,m,Darn_that_dream.xml
18.304167,0.260417,1.000000,72.000000,76.000000,13.728125,0.195312,5.000000,0.270833,0.232143,0.244792,0.209821,13.232812,13.731250,2.304167,0.000000,1.000000,-1.000000,-3.000000,1.000000,,7.000000,F7,5.000000,7,5.000000,n,ww,P,IP,IP,70.000000,m,Darn_that_dream.xml
18.308333,0.244792,2.000000,69.000000,75.000000,13.731250,0.183594,5.000000,0.260417,0.223214,0.163542,0.140179,13.728125,14.181250,2.308333,9.000000,1.000000,3.000000,-2.000000,1.000000,,2.000000,F7,5.000000,7,4.000000,y,ww,IP,IP,P,70.000000,m,Darn_that_dream.xml
18.908333,0.163542,3.000000,67.000000,74.000000,14.181250,0.122656,5.000000,0.244792,0.209821,0.135417,0.116071,13.731250,14.184375,2.908333,7.000000,0.000000,2.000000,4.000000,1.000000,,0.000000,F7,5.000000,7,2.000000,n,ww,IP,P,IP,70.000000,m,Darn_that_dream.xml
18.912500,0.135417,2.000000,71.000000,72.000000,14.184375,0.101562,5.000000,0.163542,0.140179,0.240625,0.206250,14.181250,14.407812,2.912500,11.000000,0.000000,-4.000000,-2.000000,1.000000,,4.000000,F7,5.000000,7,6.000000,n,ww,P,IP,IP,70.000000,m,Darn_that_dream.xml
19.210417,0.240625,2.000000,69.000000,81.000000,14.407812,0.180469,5.000000,0.135417,0.116071,0.247917,0.212500,14.184375,14.407812,3.210417,9.000000,0.000000,2.000000,-4.000000,1.000000,,2.000000,F7,5.000000,7,4.000000,y,ww,IP,IP,VP,70.000000,m,Darn_that_dream.xml
19.210417,0.247917,3.000000,65.000000,85.000000,14.407812,0.185937,5.000000,0.240625,0.206250,0.225000,0.192857,14.407812,14.735937,3.210417,5.000000,0.000000,4.000000,2.000000,1.000000,,2.000000,F7,5.000000,7,0.000000,y,ww,IP,VP,R,70.000000,m,Darn_that_dream.xml
19.647917,0.225000,2.000000,67.000000,74.000000,14.735937,0.168750,5.000000,0.247917,0.212500,0.232292,0.199107,14.407812,14.735937,3.647917,7.000000,0.000000,-2.000000,-4.000000,1.000000,,0.000000,F7,5.000000,7,2.000000,n,ww,VP,R,SB,70.000000,m,Darn_that_dream.xml
19.647917,0.232292,3.000000,63.000000,77.000000,14.735937,0.174219,5.000000,0.225000,0.192857,0.050000,0.042857,14.735937,15.043750,3.647917,3.000000,0.000000,4.000000,-16.000000,1.000000,,4.000000,F7,5.000000,7,2.000000,n,ww,R,SB,IR,70.000000,f,Darn_that_dream.xml
20.058333,0.050000,6.000000,47.000000,92.000000,15.043750,0.037500,6.000000,0.232292,0.199107,0.657292,0.563393,14.735937,15.084375,0.058333,11.000000,0.000000,16.000000,-0.000000,1.000000,,4.000000,B7,11.000000,7,0.000000,y,ww,SB,IR,P,70.000000,i,Darn_that_dream.xml
20.112500,0.657292,6.000000,47.000000,93.000000,15.084375,0.492969,6.000000,0.050000,0.042857,0.786458,0.674107,15.043750,15.098437,0.112500,11.000000,0.000000,-0.000000,10.000000,1.000000,,4.000000,B7,11.000000,7,0.000000,y,ww,IR,P,P,70.000000,m,Darn_that_dream.xml
20.131250,0.786458,4.000000,57.000000,67.000000,15.098437,0.589844,6.000000,0.657292,0.563393,0.786458,0.674107,15.084375,15.162500,0.131250,9.000000,1.000000,-10.000000,5.000000,1.000000,,2.000000,B7,11.000000,7,2.000000,n,ww,P,P,SB,70.000000,m,Darn_that_dream.xml
20.216667,0.786458,3.000000,62.000000,79.000000,15.162500,0.589844,6.000000,0.786458,0.674107,0.715625,0.613393,15.098437,15.209375,0.216667,2.000000,2.000000,-5.000000,4.000000,1.000000,,5.000000,B7,11.000000,7,9.000000,n,ww,P,SB,SA,70.000000,m,Darn_that_dream.xml
20.279167,0.715625,2.000000,66.000000,74.000000,15.209375,0.536719,6.000000,0.786458,0.674107,0.533333,0.457143,15.162500,15.891406,0.279167,6.000000,1.000000,-4.000000,3.000000,1.000000,,1.000000,B7,11.000000,7,5.000000,n,ww,SB,SA,VR,70.000000,m,Darn_that_dream.xml
21.188542,0.533333,1.000000,69.000000,72.000000,15.891406,0.400000,6.000000,0.715625,0.613393,0.290625,0.249107,15.209375,16.578906,1.188542,9.000000,0.000000,-3.000000,-13.000000,1.000000,,2.000000,B7,11.000000,7,2.000000,n,ww,SA,VR,IR,70.000000,m,Darn_that_dream.xml
22.105208,0.290625,4.000000,56.000000,65.000000,16.578906,0.217969,6.000000,0.533333,0.457143,0.266667,0.228571,15.891406,16.578906,2.105208,8.000000,0.000000,13.000000,-10.000000,1.000000,,1.000000,Eb7,4.000000,7,4.000000,y,ww,VR,IR,SB,70.000000,m,Darn_that_dream.xml
22.105208,0.266667,6.000000,46.000000,83.000000,16.578906,0.200000,6.000000,0.290625,0.249107,0.275000,0.235714,16.578906,16.585156,2.105208,10.000000,0.000000,10.000000,15.000000,1.000000,,3.000000,Eb7,4.000000,7,6.000000,n,ww,IR,SB,VR,70.000000,m,Darn_that_dream.xml
22.113542,0.275000,3.000000,61.000000,79.000000,16.585156,0.206250,6.000000,0.266667,0.228571,0.251042,0.215179,16.578906,16.593750,2.113542,1.000000,0.000000,-15.000000,4.000000,1.000000,,6.000000,Eb7,4.000000,7,3.000000,n,ww,SB,VR,R,70.000000,m,Darn_that_dream.xml
22.125000,0.251042,2.000000,65.000000,75.000000,16.593750,0.188281,6.000000,0.275000,0.235714,0.223958,0.191964,16.585156,17.235156,2.125000,5.000000,0.000000,-4.000000,-14.000000,1.000000,,2.000000,Eb7,4.000000,7,1.000000,n,ww,VR,R,P,70.000000,f,Darn_that_dream.xml
