% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation Darn_that_dream_pas

@ATTRIBUTE onset_b numeric
@ATTRIBUTE dur_b numeric
@ATTRIBUTE string numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE pre_ionset_s numeric
@ATTRIBUTE nxt_ionset_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE n_simult numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifths numeric
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { A7 B7 Bb7 C6 E E7 Eb7 F7 G6 }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { 6 7 mayor }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n y }
@ATTRIBUTE mtr { s ss ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Darn_that_dream.xml }
@ATTRIBUTE emb_count numeric
@ATTRIBUTE emb { n y }
@ATTRIBUTE emb_label { n omited simple }
@ATTRIBUTE duration_rat numeric
@ATTRIBUTE onset_dev numeric
@ATTRIBUTE pitch_dev numeric
@ATTRIBUTE energy_rat numeric
@ATTRIBUTE energy_dev numeric
@ATTRIBUTE duration_dev numeric
@ATTRIBUTE duration_dev_nom { lengthen none shorten }
@ATTRIBUTE onset_dev_nom { advance delay none }
@ATTRIBUTE energy_dev_nom { forte none piano }

@data
4.000000,0.997917,5.000000,45.000000,80.000000,3.428572,0.855357,2.000000,0.497917,0.426786,0.997917,0.855357,-0.428571,0.000000,0.000000,9.000000,3.000000,19.000000,10.000000,1.000000,2.000000,Eb7,4.000000,7,5.000000,n,ss,IR,P,P,70.000000,i,Darn_that_dream.xml,1.000000,n,n,0.461378,0.273750,0.000000,1.060534,4.842716,-0.537500,none,delay,forte
4.000000,0.997917,4.000000,55.000000,80.000000,3.428572,0.855357,2.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.000000,0.000000,7.000000,3.000000,-10.000000,5.000000,1.000000,0.000000,Eb7,4.000000,7,3.000000,n,ss,P,P,SB,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.721294,0.330083,0.000000,0.910534,-7.157284,-0.278125,none,delay,piano
4.000000,0.997917,3.000000,60.000000,80.000000,3.428572,0.855357,2.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.000000,0.000000,0.000000,3.000000,-5.000000,4.000000,1.000000,7.000000,Eb7,4.000000,7,4.000000,y,ss,P,SB,VR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,1.319415,0.377750,0.000000,0.960534,-3.157284,0.318750,lengthen,delay,none
4.000000,0.997917,3.000000,64.000000,80.000000,3.428572,0.855357,2.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.857143,0.000000,4.000000,3.000000,-4.000000,5.000000,1.000000,3.000000,Eb7,4.000000,7,0.000000,y,ss,SB,VR,SA,70.000000,m,Darn_that_dream.xml,1.000000,n,n,1.206681,0.478500,0.000000,0.935534,-5.157284,0.206250,lengthen,delay,piano
5.000000,0.997917,4.000000,69.000000,80.000000,4.285715,0.855357,2.000000,0.997917,0.855357,1.497917,1.283929,-0.857143,0.857143,1.000000,9.000000,0.000000,-5.000000,-22.000000,1.000000,2.000000,A7,9.000000,7,0.000000,y,ww,VR,SA,IR,70.000000,f,Darn_that_dream.xml,3.000000,y,simple,0.574405,0.376583,-6.000000,0.948034,-4.157284,-0.424708,none,delay,piano
6.000000,1.497917,7.000000,47.000000,80.000000,5.142858,1.283929,2.000000,0.997917,0.855357,1.497917,1.283929,-0.857143,0.000000,2.000000,11.000000,3.000000,22.000000,10.000000,1.000000,4.000000,A7,9.000000,7,2.000000,n,ww,SA,IR,P,70.000000,i,Darn_that_dream.xml,1.000000,n,n,0.916551,0.097000,0.000000,1.148034,11.842716,-0.125000,lengthen,delay,forte
6.000000,1.497917,5.000000,57.000000,80.000000,5.142858,1.283929,2.000000,1.497917,1.283929,1.497917,1.283929,0.000000,0.000000,2.000000,9.000000,3.000000,-10.000000,6.000000,1.000000,2.000000,A7,9.000000,7,0.000000,y,ww,IR,P,SB,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.426287,0.266000,0.000000,0.923034,-6.157284,-0.859375,shorten,delay,piano
6.000000,1.497917,4.000000,63.000000,80.000000,5.142858,1.283929,2.000000,1.497917,1.283929,1.497917,1.283929,0.000000,0.000000,2.000000,3.000000,3.000000,-6.000000,2.000000,1.000000,4.000000,A7,9.000000,7,6.000000,n,ww,P,SB,VR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.277469,0.426333,1.000000,0.973034,-2.157284,-1.082292,shorten,delay,none
6.000000,1.497917,3.000000,65.000000,80.000000,5.142858,1.283929,2.000000,1.497917,1.283929,0.497917,0.426786,0.000000,1.285715,2.000000,5.000000,3.000000,-2.000000,1.000000,1.000000,2.000000,A7,9.000000,7,4.000000,y,ww,SB,VR,IR,70.000000,f,Darn_that_dream.xml,1.000000,n,n,0.518554,0.596417,-1.000000,0.960534,-3.157284,-0.721167,shorten,delay,none
7.500000,0.497917,2.000000,66.000000,80.000000,6.428573,0.426786,2.000000,1.497917,1.283929,0.997917,0.855357,-1.285715,0.428572,3.500000,6.000000,0.000000,-1.000000,-14.000000,1.000000,1.000000,B7,11.000000,7,5.000000,n,ww,VR,IR,P,70.000000,i,Darn_that_dream.xml,1.000000,n,n,0.830544,0.516667,0.000000,0.998034,-0.157284,-0.084375,lengthen,delay,none
8.000000,0.997917,6.000000,52.000000,80.000000,6.857144,0.855357,3.000000,0.497917,0.426786,0.997917,0.855357,-0.428572,0.000000,0.000000,4.000000,3.000000,14.000000,7.000000,1.000000,3.000000,B7,11.000000,7,7.000000,y,ww,IR,P,P,70.000000,m,Darn_that_dream.xml,2.000000,y,simple,0.349687,0.495500,0.000000,0.923034,-6.157284,-0.648958,shorten,delay,piano
8.000000,0.997917,3.000000,59.000000,80.000000,6.857144,0.855357,3.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.000000,0.000000,11.000000,3.000000,-7.000000,3.000000,1.000000,4.000000,B7,11.000000,7,0.000000,y,ww,P,P,IP,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.759916,0.588667,0.000000,0.923034,-6.157284,-0.239583,none,delay,piano
8.000000,0.997917,7.000000,62.000000,80.000000,6.857144,0.855357,3.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.000000,0.000000,2.000000,3.000000,-3.000000,5.000000,1.000000,5.000000,B7,11.000000,7,9.000000,n,ww,P,IP,VP,70.000000,m,Darn_that_dream.xml,1.000000,n,n,1.294363,0.645000,0.000000,1.048034,3.842716,0.293750,lengthen,delay,forte
8.000000,0.997917,5.000000,67.000000,80.000000,6.857144,0.855357,3.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.857143,0.000000,7.000000,3.000000,-5.000000,4.000000,1.000000,0.000000,B7,11.000000,7,4.000000,y,ww,IP,VP,VR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,1.276618,0.716500,0.000000,0.948034,-4.157284,0.276042,lengthen,delay,piano
9.000000,0.997917,4.000000,71.000000,80.000000,7.714287,0.855357,3.000000,0.997917,0.855357,0.497917,0.426786,-0.857143,0.857143,1.000000,11.000000,0.000000,-4.000000,-3.000000,1.000000,4.000000,E,4.000000,mayor,7.000000,n,ww,VP,VR,IR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,1.259916,0.586417,-12.000000,1.035534,2.842716,0.259375,lengthen,delay,none
10.000000,0.497917,3.000000,68.000000,80.000000,8.571430,0.426786,3.000000,0.997917,0.855357,0.997917,0.855357,-0.857143,0.000000,2.000000,8.000000,0.000000,3.000000,-14.000000,1.000000,1.000000,E,4.000000,mayor,4.000000,n,ww,VR,IR,P,70.000000,m,Darn_that_dream.xml,2.000000,y,simple,0.000000,0.496417,NaN,NaN,NaN,-0.497917,none,delay,none
10.000000,0.997917,4.000000,54.000000,80.000000,8.571430,0.855357,3.000000,0.497917,0.426786,0.997917,0.855357,0.000000,0.000000,2.000000,6.000000,2.000000,14.000000,6.000000,1.000000,1.000000,E,4.000000,mayor,2.000000,n,ww,IR,P,P,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.805846,0.456333,0.000000,1.085534,6.842716,-0.193750,none,delay,forte
10.000000,0.997917,3.000000,60.000000,80.000000,8.571430,0.855357,3.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.000000,2.000000,0.000000,2.000000,-6.000000,4.000000,1.000000,7.000000,E,4.000000,mayor,4.000000,n,ww,P,P,P,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.879958,0.463917,0.000000,0.960534,-3.157284,-0.119792,lengthen,delay,none
10.000000,0.997917,6.000000,64.000000,80.000000,8.571430,0.855357,3.000000,0.997917,0.855357,0.497917,0.426786,0.000000,0.428572,2.000000,4.000000,2.000000,-4.000000,5.000000,1.000000,3.000000,E,4.000000,mayor,0.000000,n,ww,P,P,P,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.167766,0.480167,2.000000,1.148034,11.842716,-0.830500,shorten,delay,forte
10.500000,0.497917,5.000000,69.000000,80.000000,9.000002,0.426786,3.000000,0.997917,0.855357,0.497917,0.426786,-0.428572,0.428572,2.500000,9.000000,0.000000,-5.000000,2.000000,1.000000,2.000000,E,4.000000,mayor,5.000000,n,ww,P,P,SB,70.000000,m,Darn_that_dream.xml,2.000000,y,simple,0.701088,0.475250,-5.000000,1.060534,4.842716,-0.148833,lengthen,delay,forte
11.000000,0.497917,4.000000,71.000000,80.000000,9.428573,0.426786,3.000000,0.497917,0.426786,0.497917,0.426786,-0.428572,0.428572,3.000000,11.000000,0.000000,-2.000000,1.000000,1.000000,4.000000,A7,9.000000,7,2.000000,n,ww,P,SB,VR,70.000000,m,Darn_that_dream.xml,2.000000,y,simple,0.524937,0.414000,-3.000000,0.935534,-5.157284,-0.236542,none,delay,piano
11.500000,0.497917,3.000000,72.000000,80.000000,9.857145,0.426786,3.000000,0.497917,0.426786,0.997917,0.855357,-0.428572,0.428572,3.500000,0.000000,0.000000,-1.000000,2.000000,1.000000,7.000000,A7,9.000000,7,9.000000,n,ww,SB,VR,IR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,2.750377,0.311583,-4.000000,1.035534,2.842716,0.871542,lengthen,delay,none
12.000000,0.997917,2.000000,74.000000,80.000000,10.285716,0.855357,4.000000,0.497917,0.426786,1.997917,1.712500,-0.428572,0.000000,0.000000,2.000000,3.000000,-2.000000,-15.000000,1.000000,5.000000,C6,0.000000,6,2.000000,n,ww,VR,IR,VP,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.000000,0.456167,NaN,NaN,NaN,-0.997917,shorten,delay,none
12.000000,1.997917,5.000000,59.000000,80.000000,10.285716,1.712500,4.000000,0.997917,0.855357,1.997917,1.712500,0.000000,0.000000,0.000000,11.000000,4.000000,15.000000,6.000000,1.000000,4.000000,C6,0.000000,6,11.000000,n,ww,IR,VP,VR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.587466,-1.021500,7.000000,0.973034,-2.157284,-0.824208,shorten,advance,none
12.000000,1.997917,6.000000,65.000000,80.000000,10.285716,1.712500,4.000000,1.997917,1.712500,1.997917,1.712500,0.000000,0.000000,0.000000,5.000000,4.000000,-6.000000,4.000000,1.000000,2.000000,C6,0.000000,6,5.000000,n,ww,VP,VR,VR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.447341,0.311000,0.000000,1.123034,9.842716,-1.104167,shorten,delay,forte
12.000000,1.997917,7.000000,69.000000,80.000000,10.285716,1.712500,4.000000,1.997917,1.712500,0.997917,0.855357,0.000000,0.857143,0.000000,9.000000,4.000000,-4.000000,7.000000,1.000000,2.000000,C6,0.000000,6,9.000000,y,ww,VR,VR,IR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.387445,0.371667,2.000000,0.923034,-6.157284,-1.223833,shorten,delay,piano
13.000000,0.997917,6.000000,76.000000,80.000000,11.142859,0.855357,4.000000,1.997917,1.712500,1.997917,1.712500,-0.857143,0.857143,1.000000,4.000000,3.000000,-7.000000,-20.000000,1.000000,3.000000,B7,11.000000,7,7.000000,y,ww,VR,IR,P,70.000000,f,Darn_that_dream.xml,0.000000,y,omited,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,none,none,none
14.000000,1.997917,5.000000,56.000000,80.000000,12.000002,1.712500,4.000000,0.997917,0.855357,1.997917,1.712500,-0.857143,0.000000,2.000000,8.000000,4.000000,20.000000,6.000000,1.000000,1.000000,B7,11.000000,7,3.000000,n,ww,IR,P,SB,70.000000,i,Darn_that_dream.xml,2.000000,y,simple,0.706298,-0.288250,11.000000,0.885534,-9.157284,-0.586792,none,advance,piano
14.000000,1.997917,4.000000,62.000000,80.000000,12.000002,1.712500,4.000000,1.997917,1.712500,1.997917,1.712500,0.000000,0.000000,2.000000,2.000000,4.000000,-6.000000,4.000000,1.000000,5.000000,B7,11.000000,7,9.000000,n,ww,P,SB,R,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.000000,0.392083,NaN,NaN,NaN,-1.997917,shorten,delay,none
14.000000,1.997917,3.000000,66.000000,80.000000,12.000002,1.712500,4.000000,1.997917,1.712500,1.997917,1.712500,0.000000,0.000000,2.000000,6.000000,4.000000,-4.000000,5.000000,1.000000,1.000000,B7,11.000000,7,5.000000,n,ww,SB,R,VP,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.408759,0.371500,0.000000,0.885534,-9.157284,-1.181250,shorten,delay,piano
14.000000,1.997917,2.000000,71.000000,80.000000,12.000002,1.712500,4.000000,1.997917,1.712500,1.497917,1.283929,0.000000,0.428572,2.000000,11.000000,4.000000,-5.000000,-31.000000,1.000000,4.000000,B7,11.000000,7,0.000000,y,ww,R,VP,IR,70.000000,f,Darn_that_dream.xml,1.000000,n,n,0.790636,0.380167,-6.000000,0.935534,-5.157284,-0.418292,none,delay,piano
14.500000,1.497917,3.000000,40.000000,80.000000,12.428574,1.283929,4.000000,1.997917,1.712500,1.997917,1.712500,-0.428572,1.285714,2.500000,4.000000,4.000000,31.000000,5.000000,1.000000,3.000000,B7,11.000000,7,7.000000,y,ww,VP,IR,IP,70.000000,i,Darn_that_dream.xml,0.000000,y,omited,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,none,none,none
16.000000,1.997917,2.000000,45.000000,80.000000,13.714288,1.712500,5.000000,1.497917,1.283929,0.997917,0.855357,-1.285714,0.857143,0.000000,9.000000,2.000000,-5.000000,26.000000,1.000000,2.000000,E7,4.000000,7,5.000000,n,ww,IR,IP,P,70.000000,f,Darn_that_dream.xml,1.000000,n,n,0.934432,0.339917,7.000000,0.998034,-0.157284,-0.131000,lengthen,delay,none
17.000000,0.997917,4.000000,71.000000,80.000000,14.571431,0.855357,5.000000,1.997917,1.712500,0.997917,0.855357,-0.857143,0.000000,1.000000,11.000000,2.000000,-26.000000,3.000000,1.000000,4.000000,A7,9.000000,7,2.000000,n,ww,IP,P,IP,70.000000,i,Darn_that_dream.xml,1.000000,n,n,0.000000,0.620417,NaN,NaN,NaN,-0.997917,shorten,delay,none
17.000000,0.997917,3.000000,74.000000,80.000000,14.571431,0.855357,5.000000,0.997917,0.855357,0.497917,0.426786,0.000000,0.857143,1.000000,2.000000,2.000000,-3.000000,-2.000000,1.000000,5.000000,A7,9.000000,7,7.000000,y,ww,P,IP,IP,70.000000,f,Darn_that_dream.xml,1.000000,n,n,0.562338,0.330083,-6.000000,1.010534,0.842716,-0.436750,none,delay,none
18.000000,0.497917,4.000000,72.000000,80.000000,15.428574,0.426786,5.000000,0.997917,0.855357,0.497917,0.426786,-0.857143,0.000000,2.000000,0.000000,0.000000,2.000000,-3.000000,1.000000,7.000000,A7,9.000000,7,9.000000,n,s,IP,IP,IP,70.000000,i,Darn_that_dream.xml,1.000000,n,n,0.523013,0.307250,0.000000,1.048034,3.842716,-0.237500,none,delay,forte
18.000000,0.497917,2.000000,69.000000,80.000000,15.428574,0.426786,5.000000,0.497917,0.426786,0.497917,0.426786,0.000000,0.428572,2.000000,9.000000,0.000000,3.000000,2.000000,1.000000,2.000000,A7,9.000000,7,0.000000,y,s,IP,IP,IP,70.000000,m,Darn_that_dream.xml,1.000000,n,n,1.581674,0.311583,-1.000000,1.035534,2.842716,0.289625,lengthen,delay,none
18.500000,0.497917,4.000000,71.000000,80.000000,15.857146,0.426786,5.000000,0.497917,0.426786,0.497917,0.426786,-0.428572,0.000000,2.500000,11.000000,0.000000,-2.000000,-4.000000,1.000000,4.000000,F7,5.000000,7,6.000000,n,ww,IP,IP,IP,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.000000,0.439917,NaN,NaN,NaN,-0.497917,none,delay,none
18.500000,0.497917,3.000000,67.000000,80.000000,15.857146,0.426786,5.000000,0.497917,0.426786,0.497917,0.426786,0.000000,0.428572,2.500000,7.000000,0.000000,4.000000,2.000000,1.000000,0.000000,F7,5.000000,7,2.000000,n,ww,IP,IP,IP,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.280669,0.435583,2.000000,1.010534,0.842716,-0.358167,none,delay,none
19.000000,0.497917,2.000000,69.000000,80.000000,16.285717,0.426786,5.000000,0.497917,0.426786,0.497917,0.426786,-0.428572,0.000000,3.000000,9.000000,0.000000,-2.000000,-4.000000,1.000000,2.000000,F7,5.000000,7,4.000000,y,ww,IP,IP,VP,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.483264,0.249750,0.000000,1.110534,8.842716,-0.257292,none,delay,forte
19.000000,0.497917,6.000000,65.000000,80.000000,16.285717,0.426786,5.000000,0.497917,0.426786,0.497917,0.426786,0.000000,0.428572,3.000000,5.000000,0.000000,4.000000,2.000000,1.000000,2.000000,F7,5.000000,7,0.000000,y,ww,IP,VP,VR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.497908,0.249750,0.000000,1.160534,12.842716,-0.250000,none,delay,forte
19.500000,0.497917,3.000000,67.000000,80.000000,16.714289,0.426786,5.000000,0.497917,0.426786,0.497917,0.426786,-0.428572,0.000000,3.500000,7.000000,0.000000,-2.000000,-4.000000,1.000000,0.000000,F7,5.000000,7,2.000000,n,ww,VP,VR,IR,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.451883,0.204750,0.000000,1.023034,1.842716,-0.272917,none,delay,none
19.500000,0.497917,2.000000,63.000000,80.000000,16.714289,0.426786,5.000000,0.497917,0.426786,0.997917,0.855357,0.000000,0.428572,3.500000,3.000000,0.000000,4.000000,-16.000000,1.000000,4.000000,F7,5.000000,7,2.000000,n,ww,VR,IR,P,70.000000,m,Darn_that_dream.xml,1.000000,n,n,0.466527,0.204750,0.000000,1.060534,4.842716,-0.265625,none,delay,forte
20.000000,0.997917,4.000000,47.000000,80.000000,17.142860,0.855357,6.000000,0.497917,0.426786,0.997917,0.855357,-0.428572,0.000000,0.000000,11.000000,4.000000,16.000000,10.000000,1.000000,4.000000,F7,5.000000,7,6.000000,n,ww,IR,P,P,70.000000,m,Darn_that_dream.xml,2.000000,y,simple,0.715115,0.131583,0.000000,1.260534,20.842716,-0.284292,none,delay,forte
20.000000,0.997917,6.000000,57.000000,80.000000,17.142860,0.855357,6.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.000000,0.000000,9.000000,4.000000,-10.000000,5.000000,1.000000,2.000000,F7,5.000000,7,4.000000,y,ww,P,P,IP,70.000000,m,Darn_that_dream.xml,0.000000,y,omited,0.000000,0.207417,NaN,NaN,NaN,-0.997917,shorten,delay,none
